OBJECTID,BEGIN_MP,END_MP,ROW_OWNER,FREIGHT_OP,SUBDIVISIO,SHRTLN_NAM,SHRTLN_COD,PASS_OP,PASS_NETWO,COMM_OP,COMM_NETWO,RECR_OP,RECR_NETWO,STATUS,RR_CLSS,TRK_CLSS,PASS_SPEED,FRT_SPEED,FRT_DNS,NUM_TRACK,STRACNET,CR63,SHAPE_LENG,SHAPE_Length
156,163,165,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,3,S,"3MT,CTC",3078.38257303,3703.37159164115
157,144.5,144.7,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,3,40,40,6,4,S,"4MT,CTC",213.83789211,257.870663710597
158,144.7,145.1,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,3,40,40,6,3,S,"3MT,CTC",780.47603534,941.202160581937
159,145.1,146,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,3,S,"3MT,CTC",1458.44140506,1758.61853028847
160,146,147.3,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,3,S,"3MT,CTC",2027.91727104,2445.14406915662
161,147.3,148.5,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,3,S,"3MT,CTC",1910.74912399,2303.65812050007
162,148.5,149.8,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,3,S,"3MT,CTC",2092.69299688,2522.84083106874
163,149.8,150.9,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,3,S,"3MT,CTC",1772.78771592,2138.4290984526
164,150.9,151.1,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,3,S,"3MT,CTC",437.10967997,527.540912513758
165,151.1,152.1,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,2,S,"2MT,CTC",1216.47325899,1466.88220566631
166,152.1,153,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,3,50,40,6,2,S,"2MT,CTC",1882.11622085,2269.78919154014
167,153,155,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,3,50,40,6,2,S,"2MT,CTC",3219.23576864,3891.52159902675
168,155,155.5,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,2,S,"2MT,CTC",800.94712884,968.838302435359
169,155.5,156.1,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,2,S,"2MT,CTC",936.52815271,1132.59307308497
170,156.1,156.8,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,75,50,6,2,S,"2MT,CTC",1203.06148981,1451.01223698712
171,156.8,157.7,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,2,S,"2MT,CTC",1402.54081955,1690.56891830309
172,157.7,158.7,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,2,S,"2MT,CTC",1510.50324068,1820.53761224483
173,158.7,160.3,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,3,S,"3MT,CTC",2559.56444274,3084.47148535372
174,160.3,161.2,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,3,S,"3MT,CTC",1495.47349719,1801.22301561942
175,161.2,163,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,4,79,50,6,3,S,"3MT,CTC",3024.30663051,3639.09138919545
176,165,165.5,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,3,50,50,6,3,S,"3MT,CTC",698.63340669,840.507317897459
177,144.4,144.5,BNSF,BNSF,San Bernardino, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,I,3,40,40,6,4,S,"4MT,CTC",244.58011997,294.934245073786
178,170.6,172.4,SCRRA,"BNSF,UP",Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,79,50,1,2,S,"2MT,CTC",2507.70760842,3016.49436631031
179,172.4,172.6,SCRRA,"BNSF,UP",Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,3,35,35,1,2,S,"2MT,CTC",145.32559583,175.530521207013
180,172.6,174.7,SCRRA,"BNSF,UP",Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,3,60,35,1,2,S,"2MT,CTC",3312.79413656,4000.38846135577
181,174.7,175.2,SCRRA,"BNSF,UP",Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,79,55,1,2,S,"2MT,CTC",873.90503395,1055.16160577356
182,175.2,178.9,SCRRA,"BNSF,UP",Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,3,50,40,0,2,S,"2MT,CTC",5965.47056956,7183.0714386339
183,178.9,179.5,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,90,55,0,2,S,"2MT,CTC",941.93222895,1133.28176172561
184,179.5,184.5,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,90,55,0,2,S,"2MT,CTC",8005.63776586,9629.01718406795
185,184.5,185,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,90,55,0,2,S,"2MT,CTC",830.75189926,998.894463186185
186,185,185.3,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,90,55,0,2,S,"2MT,CTC",589.0099508,708.190572380521
187,185.3,186.7,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,90,55,0,2,S,"2MT,CTC",1827.90360573,2197.60527706021
188,186.7,193.7,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,90,55,0,2,S,"2MT,CTC",11253.4327427,13551.199732072
189,193.7,193.9,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,90,55,0,2,S,"2MT,CTC",564.02802635,679.558447998271
190,193.9,196.2,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,90,55,0,1,S,CTC,3607.02088673,4343.86480347187
191,196.2,197.2,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,90,55,0,1,S,CTC,1785.97201781,2149.72931187549
192,197.2,198,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,4,60,55,0,1,S,CTC,1232.48636108,1484.03747603024
193,198,199.9,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,3,40,35,0,1,S,CTC,3192.76233747,3838.29454653731
194,199.9,203.7,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,3,45,40,0,1,S,CTC,5794.95848643,6950.74043619305
195,203.7,204.8,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,3,40,40,0,1,S,CTC,1924.53106338,2309.74522221609
196,2.2,3.3,SCRRA,UP,River-East Bank Line, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Antelope Valley Line,Ventura County Line, Burbank-Bob Hope Airport", , ,1,N/A,3,50,40,2,3,C,"3MT,CTC",1726.85932511,2089.88599836591
197,456.1,460.6,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,79,40,1,2,C,"2MT,CTC",7491.26880426,9051.67069887768
198,426.4,427.1,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,70,60,1,1,C,CTC,1204.96640714,1457.18847840529
199,427.1,427.6,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,70,60,1,1,C,CTC,837.42326586,1012.7120349556
200,427.6,431.1,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,73,60,1,1,C,CTC,7220.4815182,8736.82834938506
201,140.2,142.6,SCRRA,"BNSF,SCAX",River-West Bank Line, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,N/A,3,35,25,0,2,S,"2MT,CTC",3676.64496986,4451.60740305554
202,0.8,1,SCRRA,"BNSF,SCAX",River-West Bank Line, , ,Amtrak,Pacific Surfliner, , , , ,1,N/A,1,15,10,0,1, ,CTC,390.93816085,473.344775182627
203,1,1.6,SCRRA,"BNSF,SCAX",River-West Bank Line, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Antelope Valley Line,Ventura County Line,Burbank-Bob Hope Airport", , ,1,N/A,2,30,20,0,1, ,CTC,965.32720546,1169.17485037817
204,1.6,2.2,SCRRA,SCAX,River-West Bank Line, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Antelope Valley Line,Ventura County Line,Burbank-Bob Hope Airport", , ,1,N/A,2,50,20,0,2, ,"2MT,CTC",847.59251772,1026.78881545979
205,142.6,144.4,SCRRA,"BNSF,SCAX",River-West Bank Line, , ,Amtrak,"Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Orange County Line", , ,1,N/A,4,79,40,6,2,S,"2MT,CTC",2930.32851283,3539.64211642598
206,0,0.3,SCRRA,"BNSF,SCAX,UP",River-Terminal Lead, , ,Amtrak,"Coast Starlight,Sunset Limited,Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Antelope Valley Line,Burbank-Bob Hope Airport,Orange County Line,Riverside Line,San Bernardino Line,Ventura County Line", , ,1,N/A,1,20,10,0,15, ,"15MT,YL",485.56157235,587.945424289502
207,0.7,0.8,SCRRA,"BNSF,SCAX,UP",River-Terminal Lead, , ,Amtrak,"Coast Starlight,Pacific Surfliner,Sunset Limited",Metrolink,"Antelope Valley Line,Ventura County Line,Burbank-Bob Hope Airport", , ,1,N/A,1,25,10,0,1, ,CTC,183.35392045,221.119891842441
208,0.3,0.5,SCRRA,"BNSF,SCAX,UP",River-Terminal Lead, , ,Amtrak,"Coast Starlight,Sunset Limited,Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Antelope Valley Line,Burbank-Bob Hope Airport,Orange County Line,Riverside Line,San Bernardino Line,Ventura County Line", , ,1,N/A,1,20,10,0,4, ,"4MT,CTC",305.39354618,369.633864824461
209,0.5,0.7,SCRRA,"BNSF,SCAX,UP",River-Terminal Lead, , ,Amtrak,"Coast Starlight,Sunset Limited,Pacific Surfliner,Southwest Chief",Metrolink,"91 Line,Antelope Valley Line,Burbank-Bob Hope Airport,Orange County Line,Riverside Line,San Bernardino Line,Ventura County Line", , ,1,N/A,1,20,10,0,4, ,"4MT,CTC",307.78196759,371.497342892314
210,4.8,5.8,SCRRA,UP,Valley, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Antelope Valley Line,Ventura County Line, Burbank-Bob Hope Airport", , ,1,N/A,4,60,40,2,2,C,"2MT,CTC",1555.23316944,1881.28902478032
211,5.8,6.4,SCRRA,UP,Valley, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Antelope Valley Line,Ventura County Line, Burbank-Bob Hope Airport", , ,1,N/A,4,79,55,2,2,C,"2MT,CTC",1010.67397894,1223.9353415755
212,6.4,9.8,SCRRA,UP,Valley, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Antelope Valley Line,Ventura County Line, Burbank-Bob Hope Airport", , ,1,N/A,4,79,55,2,2,C,"2MT,CTC",5626.11165866,6810.8721576011
213,9.8,10.8,SCRRA,UP,Valley, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Antelope Valley Line,Ventura County Line, Burbank-Bob Hope Airport", , ,1,N/A,4,79,55,2,2,C,"2MT,CTC",1510.89495014,1827.36842040873
214,10.8,11.1,SCRRA,UP,Valley, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Antelope Valley Line,Ventura County Line, Burbank-Bob Hope Airport", , ,1,N/A,4,79,55,2,2,C,"2MT,CTC",432.06610553,522.938941600511
215,11.1,11.3,SCRRA,UP,Valley, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Antelope Valley Line,Ventura County Line, Burbank-Bob Hope Airport", , ,1,N/A,4,79,55,2,2,C,"2MT,CTC",567.92622624,687.520664199716
216,204.8,207.4,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , ,1,N/A,3,40,40,0,1,S,CTC,4182.83895664,5023.28961364928
217,165.4,167.3,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,Orange County Line, , ,1,N/A,3,55,40,1,2,S,"2MT,CTC",2447.84990321,2957.33427406243
218,167.3,169.8,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,Orange County Line, , ,1,N/A,4,79,50,1,2,S,"2MT,CTC",4557.06928192,5503.35603061441
219,169.8,170.6,SCRRA,BNSF,Orange, , ,Amtrak,Pacific Surfliner,Metrolink,Orange County Line, , ,1,N/A,4,70,50,1,2,S,"2MT,CTC",1284.90040244,1546.09992250319
220,3.3,3.5,SCRRA,UP,River-East Bank Line, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Antelope Valley Line,Ventura County Line, Burbank-Bob Hope Airport", , ,1,N/A,3,50,40,0,2,C,"2MT,CTC",350.34278881,423.321794128989
221,3.5,4.8,SCRRA,UP,Valley, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Antelope Valley Line,Ventura County Line, Burbank-Bob Hope Airport", , ,1,N/A,4,60,40,2,2,C,"2MT,CTC",2196.36501383,2658.87775974786
222,432.9,437.9,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,60,40,1,1,C,CTC,6148.34373503,7434.52261810106
223,437.9,439.2,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,70,40,1,1,C,CTC,2103.55001918,2544.57496881918
224,439.2,440.8,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,60,40,1,1,C,CTC,2745.58913081,3321.98423355878
225,440.8,444.4,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,3,40,40,1,1,C,CTC,4468.68064406,5406.63350555933
226,444.4,445.5,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,70,40,1,1,C,CTC,2503.86418151,3037.45591454442
227,445.5,446.8,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,70,40,1,1,C,CTC,1969.35455285,2386.81532252524
228,446.8,449.3,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,70,40,1,1,C,CTC,4173.65446428,5045.19986838116
229,449.3,453.1,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,70,40,1,1,C,CTC,6199.92840954,7493.60182975602
230,453.1,453.7,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,79,40,1,2,C,"2MT,CTC",1225.02219619,1480.49310762548
231,453.7,455,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,79,40,1,2,C,"2MT,CTC",1754.43112629,2120.20380775388
232,455,456.1,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,3,40,30,1,2,C,"2MT,CTC",1617.95187828,1955.20191167786
233,460.6,460.8,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Ventura County Line,Burbank-Bob Hope Airport", , ,1,N/A,4,79,40,1,2,C,"2MT,CTC",301.75309193,364.571944287199
234,460.8,462.6,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,"Ventura County Line,Burbank-Bob Hope Airport", , ,1,N/A,3,40,30,1,2,C,"2MT,CTC",2738.28646671,3308.46933265894
235,431.1,432.9,SCRRA,UP,Ventura, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,N/A,4,73,60,1,1,C,CTC,3359.34781976,4063.88590679575
236,140.2,142.6,SCRRA,"BNSF,SCAX",River-West Bank Line, , ,Amtrak,Pacific Surfliner, , , , ,1,N/A,3,35,25,0,2,S,"2MT,CTC",179.38396533,217.267769389844
237,419.3,423.1,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner",Metrolink,Ventura County Line, , ,1,I,4,75,60,1,1,C,CTC,5799.92959159,7016.30408562789
238,248.7,249.9,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,2,25,25,1,2,C,"2MT,CTC",1846.91396062,2265.7055413813
239,249.9,251.4,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,2,C,"2MT,CTC",2617.65299221,3210.25562227027
240,251.4,254.6,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,1,C,"TWC,ABS",4877.14103376,5982.55153134576
241,255.6,259.4,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,40,35,1,1,C,"TWC,ABS",6130.97525149,7513.51353906245
242,259.4,260.9,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,1,C,"TWC,ABS",2451.66938641,3005.011473821
243,260.9,262.5,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,70,60,1,1,C,"TWC,ABS",2510.61709463,3074.96929358811
244,262.5,267,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,70,60,1,1,C,"TWC,ABS",7013.83645722,8585.40096905408
245,267,269,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,70,60,1,1,C,"TWC,ABS",3214.33859954,3934.67716511509
246,269,273.2,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,70,60,1,1,C,"TWC,ABS",7107.14506254,8694.32012596734
247,273.2,273.6,UP,"UP,SMV",Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,50,40,1,1,C,"TWC,ABS",700.19640419,856.610185091571
248,273.6,277.4,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,50,40,1,1,C,"TWC,ABS",5913.1484252,7227.23685059498
249,277.4,281.5,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,1,C,"TWC,ABS",6742.36202044,8230.20379677339
250,281.5,283.2,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,40,35,1,1,C,"TWC,ABS",2607.08601886,3184.43836983621
251,283.2,284.5,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,40,40,1,1,C,"TWC,ABS",1317.14377457,1606.46932301366
252,284.5,286.7,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,40,40,1,1,C,"TWC,ABS",4132.18311367,5035.64632969525
253,286.7,289.9,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,50,40,1,1,C,"TWC,ABS",5193.28971393,6335.91739599462
254,289.9,293.9,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,1,C,"TWC,ABS",6794.24678773,8292.06982633293
255,293.9,299.4,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,50,40,1,1,C,"TWC,ABS",7801.75623549,9514.53213913623
256,299.4,304.6,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,1,C,"TWC,ABS",9664.42114518,11776.0405938507
257,304.6,305.8,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,1,C,"TWC,ABS",1860.71127193,2266.97348219893
258,305.8,314,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,1,C,"TWC,ABS",13316.7592075,16180.5326228123
259,314,321.4,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,1,C,"TWC,ABS",11395.1393079,13849.5034560129
260,321.4,331.4,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,1,C,"TWC,ABS",16428.9367572,19918.2542214282
261,331.4,335.4,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,1,C,"TWC,ABS",6251.98244666,7579.63107364846
262,335.4,336.3,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,55,50,1,1,C,"TWC,ABS",1336.69369709,1620.33039221425
263,336.3,342.4,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,79,60,1,1,C,"TWC,ABS",9655.60687045,11706.251169504
264,342.4,346.5,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,50,40,1,1,C,"TWC,ABS",6597.78493449,8000.24964003315
265,346.5,351.7,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,75,60,1,1,C,"TWC,ABS",8565.84793294,10386.4850360415
266,351.7,355.8,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,75,60,1,1,C,"TWC,ABS",6523.29882874,7904.9022281642
267,355.8,357.6,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,79,60,1,1,C,CTC,3139.56035544,3804.5457641393
268,357.6,358.2,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,79,60,1,1,C,CTC,762.6497023,924.132713341615
269,358.2,358.3,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,79,60,1,1,C,CTC,382.72918705,463.773344947691
270,358.3,359.4,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,79,60,1,1,C,CTC,1731.25177376,2097.85520383281
271,359.4,362.9,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,79,60,1,1,C,CTC,5485.57160035,6647.44083044491
272,362.9,365,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,79,60,1,1,C,CTC,3381.42623384,4099.97227694835
273,365,367.4,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,2,C,"2MT,CTC",3738.01269255,4533.08843549869
274,367.4,368.6,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,45,40,1,2,C,"2MT,CTC",2054.7258026,2489.99338710779
275,368.6,374,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,45,40,1,1,C,CTC,8672.63621721,10508.2774171961
276,374,377.8,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,50,40,1,1,C,CTC,6115.06582281,7413.13875626728
277,377.8,382.1,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,50,40,1,1,C,CTC,6914.89436494,8379.69778686267
278,382.1,385.3,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,3,55,40,1,1,C,CTC,5087.46581089,6169.43777375299
279,385.3,386.3,UP,UP,Santa Barbara, , ,Amtrak,"Coast Starlight,Pacific Surfliner", , , , ,1,I,4,60,40,1,1,C,CTC,1743.87679032,2114.32591164135
