OBJECTID,BEGIN_MP,END_MP,ROW_OWNER,FREIGHT_OP,SUBDIVISIO,SHRTLN_NAM,SHRTLN_COD,PASS_OP,PASS_NETWO,COMM_OP,COMM_NETWO,RECR_OP,RECR_NETWO,STATUS,RR_CLSS,TRK_CLSS,PASS_SPEED,FRT_SPEED,FRT_DNS,NUM_TRACK,STRACNET,CR63,SHAPE_LENG,SHAPE_Length
417,4.6,5.2,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",1066.77063365,1351.42524926174
418,34.5,34.9,UP,UP,Niles, , ,Amtrak,Capitol Corridor,SJRRC,ACE, , ,1,I,4,79,45,1,2, ,"2MT,CTC",759.71893951,959.035298478568
419,32,34.5,UP,UP,Niles, , ,Amtrak,Capitol Corridor,SJRRC,ACE, , ,1,I,3,45,45,1,2, ,"2MT,CTC",3648.26930698,4606.30847951042
420,30.1,32,UP,UP,Niles, , ,Amtrak,Capitol Corridor,SJRRC,ACE, , ,1,I,1,15,10,1,2, ,"2MT,CTC",2712.31466316,3423.45241522176
421,6.4,6.8,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,2,25,15,2,2,S,"2MT,CTC",733.38271754,928.580527785557
422,6.8,7,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,2,25,15,2,2,S,"2MT,CTC",231.51277719,293.12633872102
423,5.8,6.3,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,2,2,S,"2MT,CTC",615.30071877,779.009477720412
424,5.2,5.8,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",694.8068977,879.689233406516
425,4.2,4.6,UP,"UP,BNSF",Niles, , ,Amtrak,"Capitol Corridor,Coast Starlight,San Joaquin", , , , ,1,I,3,50,40,4,2,S,"2MT,CTC",429.92343928,544.844854527977
426,16.5,17.6,UP,"UP,BNSF",Niles, , ,Amtrak,Capitol Corridor, , , , ,1,I,4,79,50,1,1, ,CTC,1828.78385851,2313.35588268054
427,106.8,110.5,UP,UP,Roseville-Track 2, , ,Amtrak,"California Zephyr,Capitol Corridor", , , , ,1,I,3,40,40,4,2,S,"2MT,CTC",6512.36861499,8359.40170165863
428,120.6,124.3,UP,UP,Roseville-Track 2, , ,Amtrak,"California Zephyr,Capitol Corridor", , , , ,1,I,3,50,40,3,1,S,"2MT,CTC",6391.68879175,8215.31074544136
429,29.3,29.7,UP,"UP,BNSF",Niles, , ,Amtrak,Capitol Corridor,SJRRC,ACE, , ,1,I,3,35,35,1,1, ,CTC,283.0158801,357.477015365727
